time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-02-26T23:26:39.660Z,35.8541,141.0202,32.79,3.8,mb,,139,2.019,0.8,us,us20008mkp,2017-03-07T04:47:14.999Z,"21km NE of Hasaki, Japan",earthquake,4.5,7.3,0.208,6,reviewed,us,us
2017-02-26T23:17:08.070Z,26.9085,144.0535,14.59,5.2,mb,,23,1.677,0.72,us,us20008mka,2017-03-07T04:28:02.040Z,"183km E of Chichi-shima, Japan",earthquake,7,2.4,0.03,362,reviewed,us,us
2017-02-26T20:56:56.200Z,17.8222,-65.9493,5,3,Md,12,234,0.20661252,0.18,pr,pr17057006,2017-02-26T22:37:38.195Z,"18km SSE of Lamboglia, Puerto Rico",earthquake,0.7,0.5,0,8,reviewed,pr,pr
2017-02-26T20:09:55.700Z,19.315,-64.869,25,2.9,Md,3,338.4,1.07618171,0.23,pr,pr17057007,2017-02-27T00:16:34.394Z,"102km NNW of Road Town, British Virgin Islands",earthquake,4.1,21.5,0,2,reviewed,pr,pr
2017-02-26T19:55:49.160Z,36.812,-121.544,6.59,3.39,mw,73,23,0.03206,0.11,nc,nc72768266,2017-03-04T05:50:47.291Z,"3km S of San Juan Bautista, California",earthquake,0.12,0.22,,3,reviewed,nc,nc
2017-02-26T18:48:45.790Z,30.2773,83.5638,10,4.8,mb,,95,8.705,1.3,us,us20008mji,2017-02-26T19:08:33.040Z,"90km NW of Zhadong, China",earthquake,8.1,1.7,0.106,27,reviewed,us,us
2017-02-26T18:45:15.500Z,18.8451,-66.3001,42,2.9,Md,11,230.4,0.57043021,0.37,pr,pr17057005,2017-02-26T20:43:35.259Z,"42km N of Dorado, Puerto Rico",earthquake,2.2,5.7,0,6,reviewed,pr,pr
2017-02-26T17:20:05.926Z,59.8678,-148.1077,8.3,2.8,ml,,,,0.59,ak,ak15402713,2017-03-07T19:37:52.271Z,"79km ESE of Seward, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-02-26T16:34:08.600Z,18.7451,-63.8252,54,3.7,Md,16,342,1.44898255,0.37,pr,pr17057004,2017-02-26T17:58:49.040Z,"73km WNW of The Valley, Anguilla",earthquake,4.3,11,0,15,reviewed,pr,pr
2017-02-26T16:27:46.210Z,40.4193333,-124.6728333,24.78,2.84,md,41,254,0.262,0.14,nc,nc72768236,2017-02-28T23:33:03.976Z,"38km WSW of Ferndale, California",earthquake,0.69,1.6,0.14,49,reviewed,nc,nc
2017-02-26T16:04:49.200Z,35.7969,-97.1928,5.51,2.5,ml,,36,,0.52,us,us20008mj2,2017-03-14T19:58:17.040Z,"14km N of Luther, Oklahoma",earthquake,1.2,5.4,,,reviewed,tul,tul
2017-02-26T15:21:58.830Z,-4.2077,102.012,30.87,5.4,mb,,55,0.953,1.3,us,us20008miw,2017-03-14T19:50:44.027Z,"53km SSW of Bengkulu, Indonesia",earthquake,6.8,3.6,0.051,132,reviewed,us,us
2017-02-26T15:11:36.600Z,36.5041,-99.0357,6.237,2.7,ml,,66,,0.56,us,us20008miu,2017-03-14T19:45:36.206Z,"16km ENE of Mooreland, Oklahoma",earthquake,3.2,5.5,,,reviewed,tul,tul
2017-02-26T15:03:33.910Z,37.1593,141.1658,48.5,4.8,mww,,75,0.769,0.65,us,us20008mit,2017-03-14T19:43:52.672Z,"27km ENE of Iwaki, Japan",earthquake,5.1,4.1,0.089,12,reviewed,us,us
2017-02-26T14:58:40.100Z,36.959,-121.5756667,4.46,3.6,mw,148,44,0.01487,0.19,nc,nc72768191,2017-03-14T20:04:17.040Z,"5km S of Gilroy, California",earthquake,0.11,0.23,,3,reviewed,nc,nc
2017-02-26T14:54:46.030Z,37.2233,141.2045,60.48,4.6,mb,,64,0.724,1.13,us,us20008mip,2017-03-14T19:31:10.544Z,"34km NE of Iwaki, Japan",earthquake,6.3,5.4,0.073,56,reviewed,us,us
2017-02-26T14:48:57.720Z,-23.8103,-66.5643,207.14,4,ml,,177,2.466,0.54,us,us20008mis,2017-02-26T15:51:45.040Z,"51km NNW of San Antonio de los Cobres, Argentina",earthquake,7.9,27.4,,,reviewed,us,guc
2017-02-26T13:59:18.620Z,47.0756667,-120.9966667,4.01,3.15,ml,37,47,0.1069,0.17,uw,uw61252706,2017-03-01T15:52:50.855Z,"14km SSW of Cle Elum, Washington",earthquake,0.29,0.65,0.165,15,reviewed,uw,uw
2017-02-26T13:40:29.070Z,-19.2538,-177.4318,504.96,4.4,mb,,53,4.539,0.8,us,us100087b6,2017-03-14T19:14:03.040Z,"203km NE of Ndoi Island, Fiji",earthquake,13.6,7.9,0.079,46,reviewed,us,us
2017-02-26T12:33:57.390Z,-15.004,-71.9889,95.64,4.5,mb,,124,3.926,1.45,us,us20008mi8,2017-03-12T12:46:30.040Z,"47km NE of Orcopampa, Peru",earthquake,10.2,21.7,0.191,8,reviewed,us,us
2017-02-26T11:58:35.244Z,59.871,-152.5265,84.3,2.6,ml,,,,0.6,ak,ak15399464,2017-03-12T12:36:18.040Z,"40km WNW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-02-26T11:22:51.060Z,51.4009,-176.1888,20,2.8,ml,,,,0.25,ak,ak15399458,2017-03-07T19:37:43.331Z,"62km SSE of Adak, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-02-26T10:47:50.580Z,25.5793,142.2451,35.01,4.4,mb,,139,1.511,0.63,us,us100087b5,2017-03-12T12:27:51.040Z,"127km NE of Iwo Jima, Japan",earthquake,14.1,8.8,0.117,21,reviewed,us,us
2017-02-26T10:36:12.800Z,19.2257,-64.8507,7,3.1,Md,3,342,1.00072323,0.07,pr,pr17057002,2017-02-26T11:13:22.353Z,"92km NNW of Road Town, British Virgin Islands",earthquake,7.5,7.2,0,3,reviewed,pr,pr
2017-02-26T10:15:53.250Z,-5.7697,154.866,189.42,4.4,mb,,206,3.115,0.55,us,us100087b4,2017-03-12T12:20:49.040Z,"88km WNW of Arawa, Papua New Guinea",earthquake,17.1,32.9,0.139,15,reviewed,us,us
2017-02-26T09:33:46.840Z,-7.4395,128.5199,154.55,4.2,mb,,115,4.793,1.15,us,us100087b1,2017-03-12T12:15:09.040Z,"Kepulauan Barat Daya, Indonesia",earthquake,8.7,8.9,0.215,6,reviewed,us,us
2017-02-26T09:24:34.440Z,1.2504,122.4328,42.15,4.9,mb,,84,1.656,0.94,us,us20008mhv,2017-03-12T12:08:12.040Z,"69km NNW of Sidomulyo, Indonesia",earthquake,7,7.1,0.096,34,reviewed,us,us
2017-02-26T08:59:16.490Z,-28.9219,-71.4883,31.92,5,mwr,,94,0.696,0.79,us,us20008mhp,2017-02-28T23:29:39.040Z,"81km WSW of Vallenar, Chile",earthquake,5.3,4.7,0.046,45,reviewed,us,us
2017-02-26T08:56:29.070Z,-7.0103,129.7356,109.79,4.2,mb,,90,1.826,0.8,us,us20008mhq,2017-02-26T09:33:44.040Z,"203km WNW of Saumlaki, Indonesia",earthquake,6.6,10.1,0.153,12,reviewed,us,us
2017-02-26T08:45:10.873Z,53.8553,-163.1763,13.2,2.5,ml,,,,0.47,ak,ak15398387,2017-03-07T19:37:40.612Z,"111km S of False Pass, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2017-02-26T06:52:23.870Z,37.2761,-98.1671,5,2.6,mb_lg,,116,0.136,0.53,us,us20008mhc,2017-02-26T16:43:11.899Z,"12km W of Harper, Kansas",earthquake,1.8,2,0.088,34,reviewed,us,us
2017-02-26T06:44:21.790Z,-18.5234,169.3793,243.87,5.5,mb,,49,3.015,0.88,us,us20008mhb,2017-02-28T20:47:17.040Z,"114km N of Isangel, Vanuatu",earthquake,7.4,5.3,0.032,338,reviewed,us,us
2017-02-26T06:21:32.344Z,52.1429,-169.6589,31.4,3.2,ml,,,,0.62,ak,ak15397294,2017-03-07T23:04:42.190Z,"89km SE of Yunaska Island, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2017-02-26T05:57:03.540Z,36.4545,71.2296,103.88,4.1,mb,,81,0.85,0.64,us,us20008mh8,2017-02-26T06:19:32.040Z,"37km SW of Ashkasham, Afghanistan",earthquake,5.9,8.4,0.166,10,reviewed,us,us
2017-02-26T05:42:30.500Z,18.1077,-67.4079,17,2.5,Md,6,234,0.28296931,0.47,pr,pr17057001,2017-02-26T07:58:36.242Z,"23km W of Puerto Real, Puerto Rico",earthquake,3,1.8,0,6,reviewed,pr,pr
2017-02-26T05:24:01.636Z,60.8677,-149.8619,36.1,2.8,ml,,,,0.65,ak,ak15396233,2017-03-07T19:41:52.262Z,"39km S of Anchorage, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-02-26T05:07:12.590Z,25.1436,-109.8788,10,4.3,mb,,134,1.452,1.21,us,us20008mgy,2017-02-26T08:06:22.040Z,"97km WSW of Topolobampo, Mexico",earthquake,8.7,2,0.05,114,reviewed,us,us
2017-02-26T04:12:12.900Z,19.1881,-64.7555,44,3.2,Md,4,338.4,1.00701143,0.21,pr,pr17057000,2017-02-26T07:57:50.059Z,"86km N of Road Town, British Virgin Islands",earthquake,4.3,13.5,0,4,reviewed,pr,pr
2017-02-26T03:07:17.630Z,55.182,-160.5412,13.15,3.2,ml,,207,0.171,0.21,us,us100087j8,2017-03-09T01:26:11.040Z,"17km S of Sand Point, Alaska",earthquake,4.1,4.8,0.181,4,reviewed,us,us
2017-02-26T01:59:27.700Z,-21.7718,169.617,74.58,4.2,mb,,190,1.504,0.55,us,us100087ay,2017-03-10T05:59:38.040Z,"181km E of Tadine, New Caledonia",earthquake,9.4,9.9,0.216,6,reviewed,us,us
2017-02-26T01:30:04.930Z,-5.8643,153.3486,17.22,4.6,mb,,154,2.032,0.62,us,us20008mgp,2017-03-09T01:08:20.040Z,"158km SSE of Taron, Papua New Guinea",earthquake,9.8,5.9,0.094,34,reviewed,us,us
2017-02-26T00:28:15.780Z,52.8765,-169.3786,16.08,3.1,ml,,187,0.317,1.01,us,us100087j5,2017-03-15T01:28:30.040Z,"35km W of Nikolski, Alaska",earthquake,4.9,6.1,,,reviewed,us,ak
2017-02-25T23:08:52.120Z,-14.8157,167.4306,163.91,5,mb,,56,5.931,0.75,us,us20008mga,2017-03-12T02:39:58.040Z,"48km ENE of Port-Olry, Vanuatu",earthquake,5.5,6.6,0.058,95,reviewed,us,us
2017-02-25T21:47:33.700Z,18.9566,-65.4879,29,2.7,Md,3,277.2,0.67373646,0.28,pr,pr17056036,2017-02-26T00:33:17.779Z,"69km NNE of Luquillo, Puerto Rico",earthquake,3,18.7,0,2,reviewed,pr,pr
2017-02-25T21:44:54.800Z,19.2082,-64.6285,50,2.9,Md,3,342,1.08785981,0.28,pr,pr17056035,2017-02-25T23:59:59.181Z,"87km N of Road Town, British Virgin Islands",earthquake,6.9,16.8,0,2,reviewed,pr,pr
2017-02-25T21:08:49.460Z,-1.1248,126.9045,17.44,4.8,mb,,65,8.119,0.74,us,us20008mfy,2017-03-11T23:44:52.040Z,"88km WNW of Laiwui, Indonesia",earthquake,7.8,4.2,0.071,62,reviewed,us,us
2017-02-25T21:06:04.610Z,37.059,36.0706,2.31,4.6,mb,,50,0.917,0.74,us,us20008mfu,2017-03-11T23:30:09.040Z,"6km W of Toprakkale, Turkey",earthquake,5,4.8,0.066,69,reviewed,us,us
2017-02-25T20:11:44.050Z,36.1786,139.8249,55.99,4.5,mb,,133,1.358,0.86,us,us20008mfp,2017-03-11T23:12:04.351Z,"9km E of Koga, Japan",earthquake,5.5,5.6,0.089,37,reviewed,us,us
2017-02-25T19:24:52.160Z,31.0068,103.652,10,4.5,mb,,43,5.087,0.54,us,us20008mfi,2017-03-11T05:16:28.301Z,"2km E of Guankou, China",earthquake,8.5,1.9,0.085,40,reviewed,us,us
2017-02-25T19:01:42.940Z,10.3713,126.7978,46.55,4.5,mb,,138,16.481,0.42,us,us100086ty,2017-03-12T04:30:24.040Z,"88km ENE of San Isidro, Philippines",earthquake,12.4,9.2,0.135,16,reviewed,us,us
2017-02-25T18:57:30.320Z,10.4992,126.8432,53.17,5.1,mb,,50,3.629,1.03,us,us20008mfc,2017-03-10T19:32:52.040Z,"99km ENE of San Isidro, Philippines",earthquake,7.5,5.2,0.044,167,reviewed,us,us
2017-02-25T18:14:32.260Z,34.7503,22.9906,24.47,4,mb,,219,1.648,1.35,us,us100086tw,2017-03-10T19:22:00.040Z,"82km SW of Palaiochora, Greece",earthquake,10.6,9.7,0.211,6,reviewed,us,us
2017-02-25T18:01:10.907Z,61.6235,-149.8412,38.1,2.5,ml,,,,0.46,ak,ak15389862,2017-03-10T18:50:57.040Z,"1km WSW of Houston, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-02-25T17:58:36.610Z,14.8097,-93.8354,35.5,4.1,mb,,172,1.07,1.29,us,us100086c5,2017-03-10T18:45:46.040Z,"118km SSW of Pijijiapan, Mexico",earthquake,5.8,12.5,0.135,15,reviewed,us,us
2017-02-25T17:53:28.830Z,37.3906667,-121.7381667,7.83,2.64,md,144,57,0.03022,0.13,nc,nc72767851,2017-03-01T02:49:03.008Z,"7km E of East Foothills, California",earthquake,0.11,0.29,0.169,104,reviewed,nc,nc
2017-02-25T17:51:53.610Z,26.4738,129.3539,34.6,4.1,mb,,93,1.032,0.84,us,us100086u2,2017-03-10T18:26:33.040Z,"137km E of Nago, Japan",earthquake,5.4,5.7,0.127,17,reviewed,us,us
2017-02-25T17:31:02.000Z,36.2145,-97.5568,7.252,3.4,ml,,23,,0.23,us,us20008mex,2017-03-10T18:07:52.040Z,"25km WSW of Perry, Oklahoma",earthquake,1,4,,,reviewed,tul,tul
2017-02-25T17:20:10.760Z,36.4276,141.0887,35.56,4.3,mb,,130,1.458,0.74,us,us20008mkg,2017-03-10T18:01:39.450Z,"43km ESE of Hitachi, Japan",earthquake,3.2,9.5,0.119,21,reviewed,us,us
2017-02-25T17:19:35.220Z,1.4127,31.1166,10,4.7,mb,,118,2.036,0.68,us,us20008mew,2017-03-10T17:55:32.255Z,"25km W of Hoima, Uganda",earthquake,6.1,1.8,0.077,51,reviewed,us,us
2017-02-25T17:02:30.490Z,42.7035,141.6367,135.62,4.2,mb,,79,1.32,1.18,us,us100086tu,2017-03-10T17:29:50.040Z,"7km NNE of Tomakomai, Japan",earthquake,6.8,9.2,0.14,14,reviewed,us,us
2017-02-25T16:03:42.570Z,31.1559,140.4044,90.6,4.9,mb,,106,2.016,1.32,us,us20008meq,2017-02-25T16:29:27.040Z,"221km SSE of Hachijo-jima, Japan",earthquake,7.5,7.4,0.071,62,reviewed,us,us
2017-02-25T15:14:15.970Z,-32.0766,-178.7516,53.05,4.9,mb,,158,2.91,0.83,us,us20008mem,2017-02-25T15:31:18.040Z,"72km S of L'Esperance Rock, New Zealand",earthquake,10.1,6,0.125,20,reviewed,us,us
2017-02-25T15:14:10.743Z,57.6309,-155.8236,78.5,2.9,ml,,,,0.52,ak,ak15387834,2017-03-06T21:03:29.032Z,"110km W of Larsen Bay, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-02-25T15:09:14.800Z,19.2693,-64.8292,52,3.2,Md,3,338.4,1.04743562,0.09,pr,pr17056032,2017-02-25T16:33:55.794Z,"96km NNW of Road Town, British Virgin Islands",earthquake,2.7,7.4,0,2,reviewed,pr,pr
2017-02-25T14:40:30.700Z,18.773,-65.4889,74,3,Md,3,298.8,0.50305656,0.28,pr,pr17056031,2017-02-25T15:51:31.197Z,"50km NNE of Luquillo, Puerto Rico",earthquake,5.9,5.5,0,3,reviewed,pr,pr
2017-02-25T14:29:14.900Z,18.8547,-65.4757,7,2.8,Md,5,284.4,0.57402347,0.18,pr,pr17056033,2017-02-25T16:35:26.102Z,"59km NNE of Luquillo, Puerto Rico",earthquake,5.2,4.4,0,3,reviewed,pr,pr
2017-02-25T14:00:31.810Z,-29.2397,-68.0086,116.62,5.3,mb,,47,1.959,1.05,us,us20008meg,2017-02-28T18:59:00.040Z,"50km W of Chilecito, Argentina",earthquake,7.7,7.3,0.114,26,reviewed,us,us
2017-02-25T13:24:40.390Z,-5.9676,147.4039,101.35,5,mb,,77,3.423,0.76,us,us20008meb,2017-02-25T13:41:34.626Z,"86km NW of Finschhafen, Papua New Guinea",earthquake,9.5,10.1,0.163,12,reviewed,us,us
2017-02-25T12:49:39.140Z,-4.5978,152.5956,65.5,4.4,mb,,116,0.59,0.79,us,us100086tp,2017-03-04T12:56:08.040Z,"45km SE of Kokopo, Papua New Guinea",earthquake,10.6,7.5,0.09,36,reviewed,us,us
2017-02-25T12:01:32.660Z,38.8198333,-122.804,3.44,2.9,md,70,42,0.00593,0.05,nc,nc72767726,2017-02-28T23:14:03.733Z,"6km NW of The Geysers, California",earthquake,0.11,0.15,0.271,73,reviewed,nc,nc
2017-02-25T11:56:38.600Z,18.1331,-67.9196,166,3.4,Md,16,316.8,0.48688688,0.52,pr,pr17056024,2017-03-04T12:51:51.040Z,"61km SE of Punta Cana, Dominican Republic",earthquake,5.5,1.6,0,15,reviewed,pr,pr
2017-02-25T10:36:43.230Z,37.0462,-97.3773,5,2.6,mb_lg,,138,0.087,0.31,us,us20008mdh,2017-02-26T21:28:31.005Z,"20km E of Caldwell, Kansas",earthquake,1.3,2,0.104,24,reviewed,us,us
2017-02-25T09:36:21.900Z,19.2583,-64.8236,56,3.1,Md,4,338.4,1.0402491,0.18,pr,pr17056026,2017-02-25T13:09:39.851Z,"95km NNW of Road Town, British Virgin Islands",earthquake,4.5,10.4,0,3,reviewed,pr,pr
2017-02-25T09:21:23.040Z,42.8799,147.398,10,4.5,mb,,137,3.255,0.64,us,us20008md6,2017-02-25T10:37:14.040Z,"116km SSE of Shikotan, Russia",earthquake,8.4,1.9,0.111,24,reviewed,us,us
2017-02-25T09:08:57.500Z,19.2716,-64.8888,34,3,Md,3,342,1.028571,0.28,pr,pr17056025,2017-02-25T13:08:59.613Z,"98km NNW of Road Town, British Virgin Islands",earthquake,4.9,22.5,0,3,reviewed,pr,pr
2017-02-25T09:03:06.700Z,35.1524,-35.3756,10,4.7,mb,,141,21.511,0.88,us,us20008md7,2017-02-25T10:14:28.040Z,"Northern Mid-Atlantic Ridge",earthquake,12.9,1.9,0.06,84,reviewed,us,us
2017-02-25T08:46:09.790Z,-5.8772,150.4267,28.06,4.2,mb,,131,2.229,0.78,us,us100086tm,2017-03-12T12:16:22.040Z,"47km SE of Kimbe, Papua New Guinea",earthquake,12.7,10,0.153,12,reviewed,us,us
2017-02-25T08:01:34.960Z,5.2775,96.4632,27.79,4.3,mb,,136,0.484,1.04,us,us100086tj,2017-03-12T12:11:13.040Z,"21km ENE of Reuleuet, Indonesia",earthquake,8.7,4,0.138,15,reviewed,us,us
2017-02-25T07:30:59.370Z,12.6701,143.2964,73.58,4.5,mb,,109,1.783,0.66,us,us100086ti,2017-03-12T12:08:02.040Z,"162km WSW of Merizo Village, Guam",earthquake,12.7,9.1,0.099,30,reviewed,us,us
2017-02-25T06:01:20.600Z,19.2378,-64.8277,48,3.1,Md,4,338.4,1.01958785,0.1,pr,pr17056021,2017-02-25T11:29:32.996Z,"93km NNW of Road Town, British Virgin Islands",earthquake,3.2,9.1,0,3,reviewed,pr,pr
2017-02-25T05:58:15.500Z,19.312,-64.8929,7,2.9,Md,3,338.4,1.06450361,0.12,pr,pr17056020,2017-02-25T11:36:54.348Z,"103km NNW of Road Town, British Virgin Islands",earthquake,9.7,9.3,0,3,reviewed,pr,pr
2017-02-25T05:58:01.820Z,24.356,141.494,182.36,4.3,mb,,143,2.798,0.83,us,us100086tg,2017-03-12T09:23:25.040Z,"50km SSE of Iwo Jima, Japan",earthquake,14.7,9.5,0.113,22,reviewed,us,us
2017-02-25T05:50:11.500Z,18.8292,-64.7675,109,3.3,Md,3,345.6,0.71236402,0.28,pr,pr17056018,2017-03-12T09:17:49.040Z,"93km NNW of Road Town, British Virgin Islands",earthquake,12.5,4.8,0,3,reviewed,pr,pr
2017-02-25T05:33:31.200Z,18.7842,-67.0104,63,2.8,Md,3,320.4,0.60905776,0.3,pr,pr17056017,2017-02-25T11:35:03.937Z,"31km N of Isabela, Puerto Rico",earthquake,7.9,10.2,0,3,reviewed,pr,pr
2017-02-25T05:19:37.900Z,18.8145,-66.8704,65,2.6,Md,4,320.4,0.66744826,0.3,pr,pr17056014,2017-02-25T11:34:28.731Z,"36km N of Hatillo, Puerto Rico",earthquake,7.3,10.3,0,4,reviewed,pr,pr
2017-02-25T05:04:55.500Z,18.9489,-66.9797,11,3,Md,10,284.4,0.49407341,0.25,pr,pr17056012,2017-02-25T11:32:58.466Z,"49km N of Isabela, Puerto Rico",earthquake,1.9,2.9,0,10,reviewed,pr,pr
2017-02-25T04:54:25.200Z,18.8838,-67.0513,12,2.8,Md,8,291.6,0.60276956,0.28,pr,pr17056019,2017-02-25T11:26:02.532Z,"42km N of Isabela, Puerto Rico",earthquake,2.1,3.3,0,6,reviewed,pr,pr
2017-02-25T04:52:55.100Z,38.7647,142.2577,38.55,4.6,mb,,125,1.46,0.63,us,us20008mcu,2017-03-08T02:57:30.545Z,"57km SE of Ofunato, Japan",earthquake,7.5,6.2,0.071,59,reviewed,us,us
2017-02-25T04:46:25.000Z,18.349,-67.1238,132,3,Md,5,298.8,0.1760698,0.18,pr,pr17056010,2017-02-25T10:29:26.095Z,"3km ESE of Luyando, Puerto Rico",earthquake,7.2,1.5,0,5,reviewed,pr,pr
2017-02-25T04:42:03.100Z,18.9409,-66.999,28,3.3,Md,13,288,0.48239531,0.23,pr,pr17056004,2017-02-25T09:43:34.426Z,"48km N of Isabela, Puerto Rico",earthquake,1,5.6,0,13,reviewed,pr,pr
2017-02-25T04:39:59.120Z,47.6843,147.0564,402.89,4.6,mb,,108,3.011,0.63,us,us20008mcs,2017-03-08T02:59:37.040Z,"193km SW of Vostok, Russia",earthquake,10.3,6.2,0.029,342,reviewed,us,us
2017-02-25T04:38:06.800Z,18.8715,-66.1256,47,2.7,Md,3,324,0.77075451,0.14,pr,pr17056027,2017-02-25T13:40:47.499Z,"44km N of San Juan, Puerto Rico",earthquake,3.9,9.7,0,2,reviewed,pr,pr
2017-02-25T04:37:49.000Z,18.8477,-67.008,61,2.9,Md,5,324,0.5524639,0.34,pr,pr17056030,2017-02-25T13:03:08.934Z,"38km N of Isabela, Puerto Rico",earthquake,3.4,5.5,0,4,reviewed,pr,pr
2017-02-25T04:32:41.000Z,19.1737,-64.4998,95,3.3,Md,4,342,1.13636883,0.31,pr,pr17056028,2017-03-08T06:16:45.040Z,"84km N of Road Town, British Virgin Islands",earthquake,9.7,15.6,0,3,reviewed,pr,pr
2017-02-25T04:15:29.900Z,19.135,-64.6552,56,3.8,Md,12,324,1.01509627,0.4,pr,pr17056000,2017-03-08T06:14:14.040Z,"79km N of Road Town, British Virgin Islands",earthquake,6.7,14.3,0,7,reviewed,pr,pr
2017-02-25T03:56:05.190Z,0.2163,122.1992,180.16,4.2,mb,,136,1.374,0.66,us,us100086te,2017-03-09T00:06:18.040Z,"38km SSW of Tilamuta, Indonesia",earthquake,11,5.3,0.147,13,reviewed,us,us
2017-02-25T03:46:43.300Z,19.2283,-64.81,44,3.3,Md,6,327.6,1.01868953,0.11,pr,pr17056016,2017-03-08T06:07:30.040Z,"92km NNW of Road Town, British Virgin Islands",earthquake,3,9.3,0,5,reviewed,pr,pr
2017-02-25T03:45:20.600Z,19.2085,-64.7922,57,3,Md,3,338.4,1.00880806,0.07,pr,pr17056015,2017-02-25T10:56:14.208Z,"89km NNW of Road Town, British Virgin Islands",earthquake,3,7,0,3,reviewed,pr,pr
2017-02-25T03:44:03.400Z,19.159,-64.7642,58,2.8,Md,3,338.4,0.97826534,0.25,pr,pr17056008,2017-02-25T10:14:49.326Z,"83km N of Road Town, British Virgin Islands",earthquake,6.1,12.3,0,3,reviewed,pr,pr
2017-02-25T03:36:41.400Z,19.03,-64.4105,36,3.3,Md,3,349.2,1.09504633,0.28,pr,pr17056007,2017-03-08T06:03:21.040Z,"71km NNE of Road Town, British Virgin Islands",earthquake,8.7,19.7,0,3,reviewed,pr,pr
2017-02-25T03:34:01.800Z,19.2973,-64.9725,54,3.3,Md,6,324,1.02677437,0.2,pr,pr17056005,2017-03-08T05:58:03.040Z,"104km NNW of Road Town, British Virgin Islands",earthquake,4.3,11.4,0,5,reviewed,pr,pr
2017-02-25T03:22:40.400Z,19.2014,-64.732,51,3.3,Md,6,331.2,1.02946932,0.2,pr,pr17056013,2017-03-08T05:29:55.040Z,"87km N of Road Town, British Virgin Islands",earthquake,4.8,12.9,0,6,reviewed,pr,pr
2017-02-25T03:21:46.700Z,19.2504,-64.7676,60,3,Md,3,338.4,1.05641877,0.02,pr,pr17056011,2017-03-08T05:27:33.040Z,"93km N of Road Town, British Virgin Islands",earthquake,2.2,6.8,0,3,reviewed,pr,pr
2017-02-25T03:06:10.500Z,18.8327,-68.1451,66,3.4,Md,10,252,0.3880722,0.57,pr,pr17056009,2017-03-08T05:24:12.040Z,"38km NE of Punta Cana, Dominican Republic",earthquake,6.4,5.8,0,9,reviewed,pr,pr
2017-02-25T03:06:03.500Z,19.0797,-64.8096,64,3.1,Md,3,342,0.88933213,0.23,pr,pr17056006,2017-03-08T05:25:00.040Z,"76km NNW of Road Town, British Virgin Islands",earthquake,9.5,11.2,0,2,reviewed,pr,pr
2017-02-25T02:57:27.600Z,19.1854,-65.1713,48,3.2,Md,6,320.4,0.87945066,0.37,pr,pr17056003,2017-02-25T06:46:29.821Z,"96km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,5.2,14.8,0,3,reviewed,pr,pr
2017-02-25T02:53:18.100Z,19.2682,-65.116,16,3.1,Md,4,331.2,0.96838388,0.3,pr,pr17056002,2017-02-25T06:30:22.989Z,"104km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,11.4,22.9,0,3,reviewed,pr,pr
2017-02-25T02:50:45.300Z,19.4503,-64.9596,41,3.4,Md,7,302.4,1.44718592,0.25,pr,pr17056001,2017-03-08T05:14:17.040Z,"119km NNW of Road Town, British Virgin Islands",earthquake,2.8,17.9,0,5,reviewed,pr,pr
2017-02-25T02:50:06.580Z,29.4685,130.671,27.09,4.8,mb,,125,2.042,0.59,us,us20008mcl,2017-03-08T03:15:14.040Z,"143km SSW of Nishinoomote, Japan",earthquake,7.3,5.5,0.062,81,reviewed,us,us
2017-02-25T02:31:24.470Z,-19.4782,-69.088,108.33,5.2,mww,,43,0.59,0.88,us,us20008mc5,2017-03-08T04:14:10.385Z,"137km NE of Iquique, Chile",earthquake,6,3.8,0.061,26,reviewed,us,us
2017-02-25T02:29:04.770Z,61.4171,-152.2572,134.3,2.8,ml,,,,0.45,ak,ak15380752,2017-03-08T05:00:30.040Z,"96km NNW of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-02-25T01:18:54.950Z,36.0606,140.0234,54.58,4.3,mb,,150,1.547,0.59,us,us20008mkc,2017-03-08T03:39:31.895Z,"6km NE of Mitsukaido, Japan",earthquake,7.4,8.5,0.168,10,reviewed,us,us
2017-02-25T01:11:37.890Z,-7.26,130.4187,37.28,4.8,mb,,67,1.129,0.97,us,us20008mbt,2017-03-08T03:28:24.040Z,"125km NW of Saumlaki, Indonesia",earthquake,7.3,3.3,0.082,46,reviewed,us,us
2017-02-25T00:47:52.190Z,48.6041,154.7752,52.88,4.2,mb,,169,4.875,0.61,us,us100086tb,2017-03-05T01:47:29.040Z,"250km SSW of Severo-Kuril'sk, Russia",earthquake,12.1,3.6,0.128,17,reviewed,us,us
