time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-03-08T14:03:30.740Z,-54.0472,-133.8839,10,5.1,mb,,59,29.079,0.62,us,us100087pr,2017-03-08T14:52:42.040Z,"Pacific-Antarctic Ridge",earthquake,12.2,1.8,0.062,84,reviewed,us,us
2017-03-08T13:43:13.050Z,45.662,26.4794,143.94,4.1,mb,,52,0.412,0.93,us,us100087pk,2017-03-08T14:02:34.040Z,"19km WSW of Nereju, Romania",earthquake,6.8,5.5,0.127,17,reviewed,us,us
2017-03-08T12:15:31.300Z,35.9464,-96.7514,4.525,2.6,ml,,61,,0.21,us,us100087pa,2017-03-09T03:59:39.510Z,"4km SSE of Cushing, Oklahoma",earthquake,1.1,3.1,,,reviewed,tul,tul
2017-03-08T11:52:00.200Z,31.6863,141.9388,10,4.7,mb,,122,2.293,0.7,us,us100087p9,2017-03-08T12:22:44.040Z,"253km SE of Hachijo-jima, Japan",earthquake,8,1.9,0.075,53,reviewed,us,us
2017-03-08T10:17:03.100Z,18.1527,-67.3442,12,2.5,Md,5,320.4,0.2470367,0.09,pr,pr17067001,2017-03-08T12:48:32.665Z,"18km WNW of Puerto Real, Puerto Rico",earthquake,0.8,0.6,0,3,reviewed,pr,pr
2017-03-08T10:06:46.060Z,4.0713,126.2356,57.99,4.5,mb,,112,3.049,0.68,us,us100087pj,2017-03-08T14:06:13.040Z,"170km SSE of Sarangani, Philippines",earthquake,6.4,7.9,0.094,33,reviewed,us,us
2017-03-08T09:48:55.680Z,35.9105,-98.2597,5,2.5,mb_lg,,75,0.121,0.3,us,us100087nq,2017-03-08T10:09:28.040Z,"15km ENE of Watonga, Oklahoma",earthquake,1.2,2,0.095,29,reviewed,us,us
2017-03-08T09:17:41.832Z,63.4113,-151.1838,10,2.5,ml,,,,0.54,ak,ak15451667,2017-03-11T02:45:04.763Z,"111km W of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-03-08T09:02:52.142Z,52.8217,-169.6419,5,2.5,ml,,,,0.61,ak,ak15462185,2017-03-11T02:45:04.434Z,"53km WSW of Nikolski, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2017-03-08T08:38:51.000Z,18.1415,-67.4574,16,2.5,Md,4,241.2,0.24254513,0.07,pr,pr17067000,2017-03-08T12:18:24.191Z,"29km WNW of Puerto Real, Puerto Rico",earthquake,1.4,0.7,0,4,reviewed,pr,pr
2017-03-08T07:34:40.458Z,63.5665,-150.8037,9.6,2.6,ml,,,,0.51,ak,ak15451526,2017-03-11T02:45:53.014Z,"94km WNW of Cantwell, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-03-08T07:30:43.160Z,-6.2976,147.5833,55.17,4.7,mb,,105,3.115,1.26,us,us100087nd,2017-03-08T07:47:29.238Z,"46km NW of Finschhafen, Papua New Guinea",earthquake,9.9,8,0.092,36,reviewed,us,us
2017-03-08T04:34:51.905Z,52.3664,-169.5204,25.4,2.6,ml,,,,0.28,ak,ak15451376,2017-03-11T02:44:54.053Z,"77km SW of Nikolski, Alaska",earthquake,,5.8,,,reviewed,ak,ak
2017-03-08T03:39:45.730Z,15.9509,-93.4277,103.52,4.7,mb,,129,1.283,0.93,us,us100087m8,2017-03-08T03:54:46.040Z,"14km NE of Tres Picos, Mexico",earthquake,7.6,7.3,0.037,226,reviewed,us,us
2017-03-08T03:09:11.500Z,19.3538333,-155.298,28.356,2.54,md,56,53,0.01831,0.12,hv,hv61633736,2017-03-08T20:47:11.740Z,"10km SW of Volcano, Hawaii",earthquake,0.38,0.47,0.161,25,reviewed,hv,hv
2017-03-08T01:55:14.940Z,41.8968,142.3542,66.74,4.3,mb,,110,0.61,0.66,us,us100087lt,2017-03-08T04:32:41.040Z,"48km S of Shizunai, Japan",earthquake,5.9,7.8,0.103,27,reviewed,us,us
2017-03-08T01:38:45.090Z,2.2976,128.6049,65.72,5.6,mb,,51,1.956,0.98,us,us100087lk,2017-03-08T03:41:49.395Z,"91km NE of Tobelo, Indonesia",earthquake,7.4,6.6,0.044,178,reviewed,us,us
2017-03-08T01:33:10.600Z,47.2777,153.8239,23.04,4.4,mb,,178,6.344,0.67,us,us100087ln,2017-03-08T02:04:27.040Z,"Kuril Islands",earthquake,12.4,7.9,0.079,46,reviewed,us,us
2017-03-08T00:41:02.960Z,32.3908333,-115.258,3.71,2.51,ml,20,118,0.04897,0.3,ci,ci37821528,2017-03-08T01:31:22.970Z,"7km WNW of Delta, B.C., MX",earthquake,0.51,0.84,0.157,67,reviewed,ci,ci
2017-03-08T00:02:38.065Z,52.1826,-170.4024,21,3.1,ml,,,,0.73,ak,ak15462145,2017-03-14T16:35:19.801Z,"53km SSE of Yunaska Island, Alaska",earthquake,,1,,,reviewed,ak,ak
2017-03-07T23:38:23.890Z,-15.038,168.0581,12.51,5.6,mww,,102,5.76,1.02,us,us100087kn,2017-03-08T16:26:34.040Z,"108km E of Port-Olry, Vanuatu",earthquake,8.8,4.2,,,reviewed,us,us
2017-03-07T22:10:51.930Z,24.2928,122.1634,54.59,4.9,mb,,72,0.532,0.89,us,us100087k6,2017-03-12T10:56:18.598Z,"46km SE of Su'ao, Taiwan",earthquake,3.2,5.4,0.053,112,reviewed,us,us
2017-03-07T21:42:48.732Z,52.1611,-170.4174,36.5,3,ml,,,,0.62,ak,ak15480754,2017-03-13T18:03:15.029Z,"55km SSE of Yunaska Island, Alaska",earthquake,,1.4,,,reviewed,ak,ak
2017-03-07T21:35:00.700Z,52.2898,-170.5528,50.1,4.4,mb,,176,0.668,1.08,us,us100087jw,2017-03-13T18:03:14.589Z,"39km SSE of Yunaska Island, Alaska",earthquake,7.1,8.2,0.064,70,reviewed,us,us
2017-03-07T21:18:55.367Z,53.4378,-163.5363,31.5,2.5,ml,,,,0.38,ak,ak15480751,2017-03-13T18:03:13.812Z,"157km S of False Pass, Alaska",earthquake,,4.2,,,reviewed,ak,ak
2017-03-07T21:10:31.900Z,-6.5277,130.5718,97.73,4.3,mb,,76,1.615,1.46,us,us100087jt,2017-03-07T22:22:03.040Z,"177km NNW of Saumlaki, Indonesia",earthquake,7.9,7.4,0.116,21,reviewed,us,us
2017-03-07T21:07:19.777Z,53.6414,-163.6804,40.1,3.5,ml,,,,1.06,ak,ak15450434,2017-03-13T18:03:13.350Z,"135km S of False Pass, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-03-07T20:51:27.400Z,36.4227,-96.9155,5.513,3,ml,,32,,0.25,us,us100087jn,2017-03-08T18:24:30.040Z,"13km NW of Pawnee, Oklahoma",earthquake,0.9,0.9,,,reviewed,tul,tul
2017-03-07T19:51:54.360Z,39.8617,143.0811,24.68,4.7,mb,,136,1.798,0.67,us,us100087jh,2017-03-08T18:15:23.040Z,"99km ENE of Miyako, Japan",earthquake,6.8,5.6,0.052,111,reviewed,us,us
2017-03-07T17:11:14.120Z,7.2847,-71.9595,42.16,4.4,mb,,46,1.776,1.22,us,us100087hy,2017-03-08T16:28:44.040Z,"26km SSW of Puerto Vivas, Venezuela",earthquake,6.1,10.9,0.1,29,reviewed,us,us
2017-03-07T16:24:18.310Z,-0.8711,122.306,40.13,4.3,mb,,86,0.495,1.22,us,us100087hd,2017-03-07T20:32:20.040Z,"54km W of Luwuk, Indonesia",earthquake,6.3,12,0.143,14,reviewed,us,us
2017-03-07T16:22:25.930Z,36.6582,84.9521,13.87,4.7,mb,,125,10.03,0.46,us,us100087hb,2017-03-07T20:16:43.040Z,"171km SSW of Qiemo, China",earthquake,9.5,3.4,0.083,44,reviewed,us,us
2017-03-07T16:08:19.020Z,41.5343,141.903,55.19,5.7,mww,,108,0.976,0.53,us,us100087h5,2017-03-07T23:43:25.676Z,"63km ENE of Mutsu, Japan",earthquake,6.8,4.7,,,reviewed,us,us
2017-03-07T16:06:01.610Z,36.6913,-97.6821,2.2,3.5,mb_lg,,52,0.214,0.09,us,us100087h1,2017-03-07T18:06:28.301Z,"13km SSE of Medford, Oklahoma",earthquake,0.7,4.9,0.059,75,reviewed,us,us
2017-03-07T16:03:09.780Z,36.6899,-97.6873,2.08,3.1,mb_lg,,52,0.212,0.09,us,us100087h0,2017-03-09T11:45:40.329Z,"13km SSE of Medford, Oklahoma",earthquake,1.2,4.1,0.069,55,reviewed,us,us
2017-03-07T15:50:57.180Z,49.3435,-129.3443,10,4,mb,,163,1.515,0.78,us,us100087ha,2017-03-07T17:52:06.040Z,"204km SW of Port Hardy, Canada",earthquake,5.2,1.9,0.075,48,reviewed,us,us
2017-03-07T15:46:46.727Z,64.6756,-146.8252,16.4,2.7,ml,,,,0.73,ak,ak15449977,2017-03-13T18:08:33.973Z,"11km E of Eielson Air Force Base, Alaska",earthquake,,0.1,,,reviewed,ak,ak
2017-03-07T15:45:39.560Z,-6.2429,102.1762,10,5.3,mww,,24,2.024,0.71,us,us100087gx,2017-03-07T22:48:52.040Z,"220km SW of Kuripan, Indonesia",earthquake,7.1,1.7,,,reviewed,us,us
2017-03-07T15:37:04.230Z,-11.8264,-75.1456,50.17,4.3,mb,,116,1.668,0.72,us,us100087hj,2017-03-07T19:30:25.553Z,"20km ENE of Concepcion, Peru",earthquake,10.4,10,0.238,5,reviewed,us,us
2017-03-07T14:23:52.630Z,51.9354,178.4471,102.79,4.9,mb,,113,2.727,0.66,us,us100087gj,2017-03-13T18:03:01.236Z,"4km WSW of Little Sitkin Island, Alaska",earthquake,7.9,5.3,0.035,252,reviewed,us,us
2017-03-07T12:59:40.430Z,38.7771667,-123.158,4.52,3.13,ml,60,48,0.1122,0.06,nc,nc72771356,2017-03-09T21:52:39.822Z,"12km WSW of Cloverdale, California",earthquake,0.13,0.65,0.186,38,reviewed,nc,nc
2017-03-07T12:31:03.270Z,0.7988,123.8316,264.7,4.5,mb,,62,2.113,1.12,us,us100087g7,2017-03-07T12:53:39.040Z,"21km WSW of Lolak, Indonesia",earthquake,6.4,7.2,0.074,54,reviewed,us,us
2017-03-07T12:30:04.272Z,53.2983,-161.3677,28.6,2.8,ml,,,,0.7,ak,ak15480706,2017-03-13T18:02:54.849Z,"203km SW of Chernabura Island, Alaska",earthquake,,4.1,,,reviewed,ak,ak
2017-03-07T11:03:34.220Z,-37.5503,179.3484,10,4.9,mwr,,154,0.828,0.74,us,us100087fn,2017-03-07T12:33:36.040Z,"169km NE of Gisborne, New Zealand",earthquake,7.7,1.8,0.098,10,reviewed,us,us
2017-03-07T10:55:40.630Z,-22.8706,171.2884,35,5.4,mb,,33,3.555,1.06,us,us100087fm,2017-03-07T11:16:04.040Z,"94km SW of Ile Hunter, New Caledonia",earthquake,7.9,1.9,0.041,206,reviewed,us,us
2017-03-07T10:28:57.350Z,26.9112,89.155,10,3.9,mb,,174,2.77,1.36,us,us100087jx,2017-03-07T21:57:24.107Z,"5km ENE of Samtse, Bhutan",earthquake,10.1,2,0.143,13,reviewed,us,us
2017-03-07T09:50:08.170Z,59.7606,-152.9781,109.2,4,ml,,,,0.7,ak,ak15449591,2017-03-13T18:05:08.438Z,"64km W of Anchor Point, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-03-07T09:49:44.510Z,38.354,73.1425,127.07,4.4,mb,,99,1.431,0.84,us,us100087fc,2017-03-07T14:19:35.040Z,"74km WNW of Murghob, Tajikistan",earthquake,7.7,7.6,0.081,44,reviewed,us,us
2017-03-07T09:46:03.670Z,-5.996,153.7755,10,4.8,mb,,50,2.406,0.84,us,us100087fg,2017-03-07T13:23:30.040Z,"188km SSE of Taron, Papua New Guinea",earthquake,8.3,1.9,0.07,62,reviewed,us,us
2017-03-07T08:48:09.330Z,40.8386667,-126.9733333,4.48,2.94,md,13,341,2.038,0.2,nc,nc72771311,2017-03-08T02:28:02.477Z,"230km W of Ferndale, California",earthquake,13.59,10.97,0.061,7,reviewed,nc,nc
2017-03-07T05:23:41.089Z,58.4263,-152.5699,49.5,3,ml,,,,0.42,ak,ak15449380,2017-03-13T18:02:34.907Z,"71km N of Kodiak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-03-07T04:06:15.713Z,55.1848,-156.4593,27.6,2.5,ml,,,,0.78,ak,ak15480649,2017-03-13T18:02:31.494Z,"88km SW of Chirikof Island, Alaska",earthquake,,3.2,,,reviewed,ak,ak
2017-03-07T03:29:19.884Z,51.3265,-174.3945,12.1,3.3,ml,,,,0.41,ak,ak15449368,2017-03-13T18:02:29.580Z,"97km S of Atka, Alaska",earthquake,,5.6,,,reviewed,ak,ak
2017-03-07T02:47:44.975Z,58.3898,-156.5531,184.3,3.1,ml,,,,0.98,ak,ak15449355,2017-03-13T18:02:27.788Z,"33km S of King Salmon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-03-07T02:26:55.650Z,46.7973333,-112.1893333,10.69,3.36,ml,43,103,0.108,0.25,mb,mb80201614,2017-03-13T04:56:11.672Z,"12km WNW of Helena Valley Northwest, Montana",earthquake,0.48,0.5,0.252,28,reviewed,mb,mb
2017-03-07T01:54:09.736Z,51.6628,-170.2442,20.2,2.9,ml,,,,0.54,ak,ak15480633,2017-03-13T18:02:25.162Z,"112km SSE of Yunaska Island, Alaska",earthquake,,7.7,,,reviewed,ak,ak
2017-03-07T00:35:09.780Z,53.252,-160.4519,28.64,3,ml,,261,2.101,0.2,us,us100088pq,2017-03-13T21:39:21.040Z,"180km SSW of Chernabura Island, Alaska",earthquake,9.5,11.8,0.148,6,reviewed,us,us
2017-03-06T23:45:19.420Z,-5.7548,151.7173,10,4.6,mb,,68,1.615,1.2,us,us100087d9,2017-03-11T23:56:23.040Z,"166km SSW of Kokopo, Papua New Guinea",earthquake,5.5,1.9,0.065,71,reviewed,us,us
2017-03-06T23:21:04.710Z,37.0491,-97.3656,5,2.8,mb_lg,,62,0.096,0.44,us,us100087d8,2017-03-12T00:49:53.924Z,"21km E of Caldwell, Kansas",earthquake,1.5,2,0.078,43,reviewed,us,us
2017-03-06T21:30:07.410Z,25.1111,95.1458,88.1,4.3,mb,,109,1.167,0.62,us,us100087d0,2017-03-07T01:07:42.040Z,"89km SE of Phek, India",earthquake,9.4,10.3,0.116,21,reviewed,us,us
2017-03-06T20:12:08.570Z,46.9189,8.8445,10,4.3,mb,,95,0.565,0.85,us,us100087cw,2017-03-08T20:00:13.978Z,"8km SE of Muotathal, Switzerland",earthquake,4.2,1.3,0.113,22,reviewed,us,us
2017-03-06T20:08:47.324Z,53.1032,-166.6833,66.3,3.1,ml,,,,0.55,ak,ak15449176,2017-03-14T16:17:25.779Z,"86km S of Unalaska, Alaska",earthquake,,3.5,,,reviewed,ak,ak
2017-03-06T19:56:05.910Z,40.2868333,-124.6681667,20.59,2.67,md,23,291,0.2957,0.15,nc,nc72771161,2017-03-07T12:26:20.226Z,"47km SW of Ferndale, California",earthquake,0.68,0.37,0.156,20,reviewed,nc,nc
2017-03-06T19:40:51.239Z,53.4196,-163.5027,23.2,3.5,ml,,,,0.36,ak,ak15448724,2017-03-11T03:38:29.671Z,"159km S of False Pass, Alaska",earthquake,,3.6,,,reviewed,ak,ak
2017-03-06T19:25:59.300Z,-31.19,-179.879,384.38,4.9,mb,,107,2.57,0.71,us,us100087cq,2017-03-06T19:58:52.040Z,"97km WNW of L'Esperance Rock, New Zealand",earthquake,8.3,5.7,0.068,68,reviewed,us,us
2017-03-06T19:19:20.810Z,40.3523333,-124.7748333,25.15,4.04,mw,85,230,0.3559,0.14,nc,nc72771146,2017-03-11T19:08:01.686Z,"53km WSW of Ferndale, California",earthquake,0.5,2.89,,3,reviewed,nc,nc
2017-03-06T18:18:02.700Z,-24.0057,179.015,565.23,5,mb,,62,5.891,1.05,us,us100087c9,2017-03-06T18:55:34.040Z,"South of the Fiji Islands",earthquake,10.4,6.1,0.055,105,reviewed,us,us
2017-03-06T17:55:07.380Z,-21.021,-178.789,610.81,4.6,mb,,94,4.416,0.71,us,us100087c2,2017-03-06T20:31:10.040Z,"42km SSW of Ndoi Island, Fiji",earthquake,15.3,8.7,0.068,65,reviewed,us,us
2017-03-06T17:30:50.090Z,60.8729,167.2543,18.05,5.2,mb,,48,7.23,1.01,us,us100087br,2017-03-06T19:02:29.040Z,"77km NE of Tilichiki, Russia",earthquake,7.5,3.7,0.027,454,reviewed,us,us
2017-03-06T16:25:39.840Z,1.2018,126.5381,39.93,4.6,mb,,88,0.932,0.89,us,us100087aq,2017-03-06T17:57:57.040Z,"103km WNW of Kota Ternate, Indonesia",earthquake,7,7.7,0.081,45,reviewed,us,us
2017-03-06T16:17:25.960Z,39.8766,143.1645,31.98,4.6,mb,,147,1.846,0.5,us,us100087ap,2017-03-06T17:37:27.040Z,"107km ENE of Miyako, Japan",earthquake,5.8,3.9,0.09,37,reviewed,us,us
2017-03-06T16:01:15.684Z,52.405,-169.5344,33.3,3.2,ml,,,,0.48,ak,ak15447237,2017-03-14T16:17:24.218Z,"74km SW of Nikolski, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-03-06T14:38:46.167Z,51.3461,-178.1827,18.3,3.5,ml,,,,0.32,ak,ak15447225,2017-03-11T03:38:22.414Z,"59km S of Tanaga Volcano, Alaska",earthquake,,0.7,,,reviewed,ak,ak
2017-03-06T13:35:16.000Z,-31.238,-68.376,104,4.1,ml,,,,1.14,us,us100087a1,2017-03-06T14:23:38.040Z,"26km NNE of Albardon, Argentina",earthquake,5.3,9.9,0.052,48,reviewed,sja,us
2017-03-06T13:05:50.074Z,57.7875,-156.3711,126.1,2.6,ml,,,,0.4,ak,ak15446784,2017-03-11T03:38:21.530Z,"101km S of King Salmon, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-03-06T12:40:30.110Z,19.38,-155.2353333,2.909,2.79,ml,48,45,0.008108,0.11,hv,hv61631466,2017-03-07T02:17:55.440Z,"5km S of Volcano, Hawaii",earthquake,0.2,0.19,0.152,23,reviewed,hv,hv
2017-03-06T11:47:27.084Z,60.2274,-152.6342,88.1,2.5,ml,,,,0.52,ak,ak15446330,2017-03-11T03:38:18.636Z,"29km SSE of Redoubt Volcano, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-03-06T08:32:15.350Z,-18.1346,-178.1833,546.85,4.6,mb,,70,3.604,0.9,us,us1000878y,2017-03-06T08:52:13.040Z,"283km N of Ndoi Island, Fiji",earthquake,5.5,8,0.044,159,reviewed,us,us
2017-03-06T07:30:55.000Z,19.0149,-65.064,24,2.5,Md,5,316.8,0.73212696,0.09,pr,pr17065006,2017-03-06T11:21:03.513Z,"75km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.2,10.7,0,2,reviewed,pr,pr
2017-03-06T07:17:23.200Z,18.912,-65.1675,6,3.6,Md,19,262.8,0.61085439,0.34,pr,pr17065003,2017-03-06T07:49:25.744Z,"67km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.1,1.9,0,15,reviewed,pr,pr
2017-03-06T06:56:07.400Z,18.9783,-65.0504,10,2.7,Md,3,334.8,0.70158424,0.28,pr,pr17065005,2017-03-06T08:36:25.843Z,"71km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,14.1,20.2,0,3,reviewed,pr,pr
2017-03-06T06:53:23.400Z,18.9444,-65.141,4,3.5,Md,15,262.8,0.646787,0.31,pr,pr17065002,2017-03-06T07:31:28.811Z,"70km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.6,2.5,0,12,reviewed,pr,pr
2017-03-06T06:33:14.600Z,19.0245,-65.1389,4,2.9,Md,5,298.8,1.00162154,0.05,pr,pr17065004,2017-03-06T08:35:00.538Z,"78km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.1,3.6,0,5,reviewed,pr,pr
2017-03-06T05:46:59.210Z,19.1761667,-155.465,35.807,2.5,md,57,102,0.02082,0.1,hv,hv61631096,2017-03-09T00:57:51.200Z,"3km SSE of Pahala, Hawaii",earthquake,0.56,0.74,0.102,22,reviewed,hv,hv
2017-03-06T03:50:08.310Z,36.7881667,-121.4915,10.12,2.65,md,61,36,0.02905,0.1,nc,nc72770926,2017-03-07T01:52:03.448Z,"7km SSE of San Juan Bautista, California",earthquake,0.15,0.24,0.162,94,reviewed,nc,nc
2017-03-06T03:06:21.490Z,-19.5991,178.3764,35.73,5.3,mb,,44,1.869,0.77,us,us1000877f,2017-03-07T00:58:11.861Z,"161km S of Suva, Fiji",earthquake,7.9,0.6,0.04,213,reviewed,us,us
2017-03-06T02:56:22.810Z,-40.4352,-71.9032,141.93,4.6,mb,,65,0.61,1.4,us,us1000877d,2017-03-07T13:10:05.165Z,"42km NNW of Villa La Angostura, Argentina",earthquake,5.5,5.9,0.11,25,reviewed,us,us
2017-03-06T02:43:59.910Z,37.0147,73.5277,84.88,4.4,mb,,57,1.576,0.89,us,us1000877c,2017-03-07T00:29:29.040Z,"95km NNW of Gakuch, Pakistan",earthquake,4.9,5.8,0.07,59,reviewed,us,us
2017-03-06T02:01:44.900Z,-8.8771,-74.5709,143.44,4.2,mb,,108,2.17,0.63,us,us10008778,2017-03-06T23:47:33.040Z,"51km SSE of Campoverde, Peru",earthquake,8.6,6.1,0.121,19,reviewed,us,us
2017-03-06T02:00:49.300Z,18.5055,-66.1555,81,3,Md,16,194.4,0.20661252,0.2,pr,pr17065001,2017-03-06T04:19:59.254Z,"6km NW of San Juan, Puerto Rico",earthquake,1.3,0.8,0,14,reviewed,pr,pr
2017-03-06T01:39:03.210Z,5.6689,124.0092,529.44,4.6,mb,,75,2.09,0.82,us,us10008774,2017-03-06T23:16:56.040Z,"62km SW of Malisbeng, Philippines",earthquake,11.1,8.5,0.052,109,reviewed,us,us
2017-03-06T01:26:22.430Z,43.4216,45.8099,10,4.5,mb,,43,1.918,0.78,us,us10008771,2017-03-06T22:43:05.623Z,"3km SE of Tolstoy-Yurt, Russia",earthquake,6.1,1.9,0.073,55,reviewed,us,us
2017-03-06T01:06:11.000Z,18.4855,-67.5329,18,2.7,Md,8,298.8,0.11318773,0.07,pr,pr17065000,2017-03-06T22:11:18.040Z,"30km WNW of Rincon, Puerto Rico",earthquake,0.9,0.4,0,7,reviewed,pr,pr
2017-03-06T00:26:36.400Z,-18.1154,-70.0438,101.86,4.1,mb,,124,0.38,1.04,us,us1000876w,2017-03-11T23:42:28.207Z,"24km ESE of Tacna, Peru",earthquake,6.1,6,0.166,10,reviewed,us,us
2017-03-05T23:31:52.210Z,-18.2715,-174.6358,70.98,4.5,mb,,191,4.534,0.95,us,us100088pc,2017-03-13T21:53:15.040Z,"80km WNW of Neiafu, Tonga",earthquake,15.3,14.3,0.11,24,reviewed,us,us
2017-03-05T22:47:53.310Z,-5.999,149.353,31.07,6.3,mww,,17,3.326,0.99,us,us1000876f,2017-03-10T18:37:18.734Z,"32km NW of Kandrian, Papua New Guinea",earthquake,6.6,3.2,,,reviewed,us,us
2017-03-05T22:28:11.240Z,-58.3599,-139.6975,10,5.1,mb,,35,27.199,0.69,us,us1000876d,2017-03-05T22:53:55.040Z,"Pacific-Antarctic Ridge",earthquake,5.6,1.7,0.084,46,reviewed,us,us
2017-03-05T21:57:04.600Z,18.0986,-65.1617,11,2.5,Md,4,295.2,0.23625692,0.07,pr,pr17064005,2017-03-05T23:22:36.301Z,"26km SSE of Culebra, Puerto Rico",earthquake,0.8,0.6,0,3,reviewed,pr,pr
2017-03-05T21:53:13.413Z,57.2393,-152.3602,38,4.1,ml,,,,0.78,ak,ak15442466,2017-03-14T16:00:05.198Z,"61km SSE of Kodiak Station, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-03-05T19:14:49.540Z,37.7546667,-113.1491667,3.5,3.3,ml,22,81,0.2331,0.25,uu,uu60187772,2017-03-07T06:41:30.762Z,"11km NW of Cedar City, Utah",earthquake,0.49,8.91,0.218,16,reviewed,uu,uu
2017-03-05T18:50:10.000Z,19.1945,-66.6804,36,3.3,Md,16,255.6,0.72763538,0.28,pr,pr17064004,2017-03-05T19:12:10.663Z,"79km N of Hatillo, Puerto Rico",earthquake,1.4,7.4,0,13,reviewed,pr,pr
2017-03-05T17:44:45.840Z,44.7978333,-110.8881667,6.28,2.55,ml,19,186,0.02845,0.14,uu,uu60187752,2017-03-06T16:31:55.890Z,"22km NE of West Yellowstone, Montana",earthquake,0.46,0.61,0.337,3,reviewed,uu,uu
2017-03-05T17:33:37.990Z,35.7882,-97.2014,5,2.6,mb_lg,,32,0.133,0.16,us,us10008756,2017-03-05T22:06:49.040Z,"14km N of Luther, Oklahoma",earthquake,1,2,0.12,18,reviewed,us,us
2017-03-05T16:46:45.241Z,52.4091,-169.7459,78.4,2.5,ml,,,,0.61,ak,ak15455987,2017-03-14T15:53:33.034Z,"69km ESE of Yunaska Island, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2017-03-05T16:17:19.050Z,19.3823333,-155.2358333,2.339,3.53,ml,52,44,0.009816,0.1,hv,hv61629886,2017-03-05T18:18:33.509Z,"5km S of Volcano, Hawaii",earthquake,0.18,0.16,0.211,19,reviewed,hv,hv
2017-03-05T16:13:43.360Z,19.3905,-155.248,2.766,3.11,md,29,65,0.005865,0.08,hv,hv60240378,2017-03-06T14:47:40.040Z,"4km SSW of Volcano, Hawaii",earthquake,0.19,0.22,0.123,8,reviewed,hv,hv
2017-03-05T16:13:18.870Z,19.3786667,-155.2373333,2.339,3.88,ml,54,43,0.00594,0.11,hv,hv61629871,2017-03-09T13:23:51.004Z,"5km S of Volcano, Hawaii",earthquake,0.16,0.14,0.231,19,reviewed,hv,hv
2017-03-05T16:06:32.330Z,19.3818333,-155.2413333,2.179,3.52,ml,54,44,0.008251,0.1,hv,hv61629851,2017-03-05T18:08:04.271Z,"5km S of Volcano, Hawaii",earthquake,0.17,0.15,0.162,20,reviewed,hv,hv
2017-03-05T15:48:33.030Z,-6.1617,148.9734,53.75,4.6,mb,,76,3.689,0.6,us,us1000874r,2017-03-05T16:46:12.040Z,"64km W of Kandrian, Papua New Guinea",earthquake,10.6,9.2,0.114,23,reviewed,us,us
2017-03-05T15:24:43.710Z,5.4236,94.7456,60.5,4.4,mb,,120,2.2,0.64,us,us10008785,2017-03-06T14:40:33.040Z,"65km WSW of Banda Aceh, Indonesia",earthquake,8.3,8.8,0.112,23,reviewed,us,us
2017-03-05T14:46:51.700Z,18.9783,-64.5801,26,3.1,Md,8,302.4,0.94233273,0.17,pr,pr17064003,2017-03-05T15:52:21.040Z,"53km N of Road Town, British Virgin Islands",earthquake,1.7,13.7,0,6,reviewed,pr,pr
2017-03-05T14:41:27.310Z,36.4688,71.0622,88.01,4.4,mb,,111,0.762,0.72,us,us1000874n,2017-03-06T06:45:19.869Z,"48km WSW of Ashkasham, Afghanistan",earthquake,5.9,5.6,0.094,32,reviewed,us,us
2017-03-05T14:26:25.065Z,59.0041,-137.8989,9.9,2.6,ml,,,,0.69,ak,ak15440885,2017-03-14T15:53:32.559Z,"120km ESE of Yakutat, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-03-05T13:42:18.380Z,-21.87,-68.3141,111.13,4.7,mb,,31,0.865,0.94,us,us1000874i,2017-03-05T14:40:05.040Z,"91km NE of Calama, Chile",earthquake,6.8,7.4,0.061,80,reviewed,us,us
2017-03-05T12:45:14.180Z,52.2752,-169.3677,26.11,4,mb,,179,0.636,1.29,us,us1000874e,2017-03-14T15:53:31.737Z,"81km SSW of Nikolski, Alaska",earthquake,10.8,9.9,0.098,28,reviewed,us,us
2017-03-05T12:22:15.370Z,-55.0791,-129.3625,10,5.3,mb,,93,29.98,0.64,us,us1000874a,2017-03-06T18:44:18.040Z,"Pacific-Antarctic Ridge",earthquake,13.9,1.9,0.09,42,reviewed,us,us
